checking_status,duration,credit_history,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,default,purpose_grouped
0_200,36,existing_paid,12389,unknown,1_4,1,male_single,none,4,unknown_no_property,37,none,for_free,1,skilled_official,1,yes,yes,bad,Vehicles
0_200,24,delay,4712,unknown,1_4,4,male_single,none,2,building_society_savings_life_insurance,37,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
0_200,24,delay,1553,100_500,4_7,3,female_divorced_separated_married,none,2,building_society_savings_life_insurance,23,none,rent,2,skilled_official,1,yes,yes,good,Home
less_0,12,existing_paid,1372,less_100,4_7,2,male_divorced_separated,none,3,car_or_other,36,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,24,critical_other,2578,greater_1000,greater_7,2,male_single,none,2,car_or_other,34,none,own,1,skilled_official,1,none,yes,good,Home
0_200,48,existing_paid,3979,unknown,4_7,4,male_single,none,1,car_or_other,41,none,own,2,skilled_official,2,yes,yes,good,Home
less_0,48,existing_paid,6758,less_100,1_4,3,female_divorced_separated_married,none,2,car_or_other,31,none,own,1,skilled_official,1,yes,yes,bad,Home
less_0,24,existing_paid,3234,less_100,less_1,4,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,unskilled_resident,1,yes,yes,bad,Home
no_account,30,critical_other,5954,less_100,4_7,3,male_single,co_applicant,2,car_or_other,38,none,own,1,skilled_official,1,none,yes,good,Home
no_account,24,existing_paid,5433,unknown,unemployed,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,26,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,15,existing_paid,806,less_100,1_4,4,female_divorced_separated_married,none,4,building_society_savings_life_insurance,22,none,own,1,unskilled_resident,1,none,yes,good,Investment/Development
0_200,9,existing_paid,1082,less_100,greater_7,4,male_single,none,4,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,good,Home
no_account,15,critical_other,2788,less_100,4_7,2,female_divorced_separated_married,co_applicant,3,car_or_other,24,bank,own,2,skilled_official,1,none,yes,good,Home
0_200,12,existing_paid,2930,less_100,4_7,2,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_official,1,none,yes,good,Home
no_account,24,critical_other,1927,unknown,1_4,3,female_divorced_separated_married,none,2,car_or_other,33,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
0_200,36,critical_other,2820,less_100,less_1,4,male_divorced_separated,none,4,car_or_other,27,none,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,24,existing_paid,937,less_100,less_1,4,male_married,none,3,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,good,Investment/Development
0_200,18,critical_other,1056,less_100,greater_7,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled_official,1,none,yes,bad,Vehicles
0_200,12,critical_other,3124,less_100,less_1,1,male_single,none,3,real_estate,49,bank,own,2,unskilled_resident,2,none,yes,good,Vehicles
no_account,9,existing_paid,1388,less_100,1_4,4,female_divorced_separated_married,none,2,real_estate,26,none,rent,1,skilled_official,1,none,yes,good,Home
0_200,36,existing_paid,2384,less_100,less_1,4,male_single,none,1,unknown_no_property,33,none,rent,1,unskilled_resident,1,none,yes,bad,Home
no_account,12,existing_paid,2133,unknown,greater_7,4,female_divorced_separated_married,none,4,unknown_no_property,52,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,18,existing_paid,2039,less_100,1_4,1,female_divorced_separated_married,none,4,real_estate,20,bank,rent,1,skilled_official,1,none,yes,bad,Home
less_0,9,critical_other,2799,less_100,1_4,2,male_single,none,2,real_estate,36,none,rent,2,skilled_official,2,none,yes,good,Vehicles
less_0,12,existing_paid,1289,less_100,1_4,4,male_single,guarantor,1,building_society_savings_life_insurance,21,none,own,1,unskilled_resident,1,none,yes,good,Home
less_0,18,existing_paid,1217,less_100,1_4,4,male_married,none,3,real_estate,47,none,own,1,unskilled_resident,1,yes,yes,bad,Home
less_0,12,critical_other,2246,less_100,greater_7,3,male_single,none,3,building_society_savings_life_insurance,60,none,own,2,skilled_official,1,none,yes,bad,Home
less_0,12,critical_other,385,less_100,4_7,4,female_divorced_separated_married,none,3,real_estate,58,none,own,4,unskilled_resident,1,yes,yes,good,Home
0_200,24,delay,1965,unknown,1_4,4,female_divorced_separated_married,none,4,car_or_other,42,none,rent,2,skilled_official,1,yes,yes,good,Vehicles
no_account,21,existing_paid,1572,greater_1000,greater_7,4,female_divorced_separated_married,none,4,real_estate,36,bank,own,1,unskilled_resident,1,none,yes,good,Investment/Development
0_200,24,existing_paid,2718,less_100,1_4,3,female_divorced_separated_married,none,4,building_society_savings_life_insurance,20,none,rent,1,unskilled_resident,1,yes,yes,bad,Vehicles
less_0,24,all_paid,1358,unknown,greater_7,4,male_single,none,3,car_or_other,40,stores,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Others
0_200,6,all_paid,931,100_500,less_1,1,female_divorced_separated_married,none,1,building_society_savings_life_insurance,32,stores,own,1,unskilled_resident,1,none,yes,bad,Vehicles
less_0,24,existing_paid,1442,less_100,4_7,4,female_divorced_separated_married,none,4,car_or_other,23,none,rent,2,skilled_official,1,none,yes,bad,Vehicles
0_200,24,no_credit_all_paid,4241,less_100,1_4,1,male_single,none,4,real_estate,36,none,own,3,unskilled_resident,1,yes,yes,bad,Investment/Development
no_account,18,critical_other,2775,less_100,4_7,2,male_single,none,2,building_society_savings_life_insurance,31,bank,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,24,delay,3863,less_100,1_4,1,male_single,none,2,unknown_no_property,32,none,for_free,1,skilled_official,1,none,yes,good,Investment/Development
0_200,7,existing_paid,2329,less_100,less_1,1,female_divorced_separated_married,guarantor,1,real_estate,45,none,own,1,skilled_official,1,none,yes,good,Home
0_200,9,existing_paid,918,less_100,1_4,4,female_divorced_separated_married,none,1,building_society_savings_life_insurance,30,none,own,1,skilled_official,1,none,yes,bad,Home
0_200,24,all_paid,1837,less_100,4_7,4,female_divorced_separated_married,none,4,unknown_no_property,34,bank,for_free,1,unskilled_resident,1,none,yes,bad,Investment/Development
no_account,36,existing_paid,3349,less_100,1_4,4,female_divorced_separated_married,none,2,car_or_other,28,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Home
greater_200,10,existing_paid,1275,less_100,less_1,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,23,none,own,1,skilled_official,1,none,yes,good,Home
less_0,24,all_paid,2828,500_1000,1_4,4,male_single,none,4,real_estate,22,stores,own,1,skilled_official,1,yes,yes,good,Home
no_account,24,critical_other,4526,less_100,1_4,3,male_single,none,2,real_estate,74,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
0_200,36,existing_paid,2671,100_500,1_4,4,female_divorced_separated_married,co_applicant,4,unknown_no_property,50,none,for_free,1,skilled_official,1,none,yes,bad,Home
no_account,18,existing_paid,2051,less_100,less_1,4,male_single,none,1,real_estate,33,none,own,1,skilled_official,1,none,yes,good,Home
no_account,15,existing_paid,1300,unknown,greater_7,4,male_single,none,4,unknown_no_property,45,bank,for_free,1,skilled_official,2,none,yes,good,Vehicles
less_0,12,existing_paid,741,100_500,unemployed,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,22,none,own,1,skilled_official,1,none,yes,bad,Home
greater_200,10,existing_paid,1240,100_500,greater_7,1,female_divorced_separated_married,none,4,unknown_no_property,48,none,for_free,1,unskilled_resident,2,none,yes,bad,Vehicles
less_0,21,existing_paid,3357,greater_1000,less_1,4,female_divorced_separated_married,none,2,car_or_other,29,bank,own,1,skilled_official,1,none,yes,good,Home
less_0,24,all_paid,3632,less_100,1_4,1,female_divorced_separated_married,guarantor,4,car_or_other,22,bank,rent,1,skilled_official,1,none,no,good,Vehicles
no_account,18,delay,1808,less_100,4_7,4,female_divorced_separated_married,none,1,real_estate,22,none,own,1,skilled_official,1,none,yes,bad,Home
0_200,48,no_credit_all_paid,12204,unknown,1_4,2,male_single,none,2,car_or_other,48,bank,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
0_200,60,delay,9157,unknown,1_4,2,male_single,none,2,unknown_no_property,27,none,for_free,1,management_self_employed_highly_qualified,1,none,yes,good,Home
less_0,6,critical_other,3676,less_100,1_4,1,male_single,none,3,real_estate,37,none,rent,3,skilled_official,2,none,yes,good,Vehicles
0_200,30,existing_paid,3441,100_500,1_4,2,female_divorced_separated_married,co_applicant,4,car_or_other,21,none,rent,1,skilled_official,1,none,yes,bad,Home
no_account,12,existing_paid,640,less_100,1_4,4,male_divorced_separated,none,2,real_estate,49,none,own,1,unskilled_resident,1,none,yes,good,Vehicles
0_200,21,critical_other,3652,less_100,4_7,2,male_single,none,3,building_society_savings_life_insurance,27,none,own,2,skilled_official,1,none,yes,good,Investment/Development
no_account,18,critical_other,1530,less_100,1_4,3,male_single,none,2,building_society_savings_life_insurance,32,bank,own,2,skilled_official,1,none,yes,bad,Vehicles
no_account,48,existing_paid,3914,unknown,1_4,4,male_divorced_separated,none,2,real_estate,38,bank,own,1,skilled_official,1,none,yes,bad,Investment/Development
less_0,12,existing_paid,1858,less_100,less_1,4,female_divorced_separated_married,none,1,car_or_other,22,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,18,existing_paid,2600,less_100,1_4,4,male_single,none,4,unknown_no_property,65,none,for_free,2,skilled_official,1,none,yes,bad,Home
no_account,15,existing_paid,1979,unknown,greater_7,4,male_single,none,2,car_or_other,35,none,own,1,skilled_official,1,none,yes,good,Home
greater_200,6,existing_paid,2116,less_100,1_4,2,male_single,none,2,real_estate,41,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,9,all_paid,1437,100_500,4_7,2,male_single,none,3,unknown_no_property,29,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,42,critical_other,4042,500_1000,1_4,4,male_single,none,4,real_estate,36,none,own,2,skilled_official,1,yes,yes,good,Home
no_account,9,existing_paid,3832,unknown,greater_7,1,male_single,none,4,real_estate,64,none,own,1,unskilled_resident,1,none,yes,good,Investment/Development
less_0,24,existing_paid,3660,less_100,1_4,2,female_divorced_separated_married,none,4,car_or_other,28,none,own,1,skilled_official,1,none,yes,good,Home
less_0,18,all_paid,1553,less_100,1_4,4,male_single,none,3,car_or_other,44,bank,own,1,skilled_official,1,none,yes,bad,Home
0_200,15,existing_paid,1444,unknown,less_1,4,male_single,none,1,building_society_savings_life_insurance,23,none,own,1,skilled_official,1,none,yes,good,Home
no_account,9,existing_paid,1980,less_100,less_1,2,female_divorced_separated_married,co_applicant,2,car_or_other,19,none,rent,2,skilled_official,1,none,yes,bad,Home
0_200,24,existing_paid,1355,less_100,less_1,3,female_divorced_separated_married,none,4,car_or_other,25,none,own,1,unskilled_resident,1,yes,yes,bad,Vehicles
no_account,12,existing_paid,1393,less_100,greater_7,4,male_single,none,4,building_society_savings_life_insurance,47,bank,own,3,skilled_official,2,yes,yes,good,Investment/Development
no_account,24,existing_paid,1376,500_1000,4_7,4,female_divorced_separated_married,none,1,car_or_other,28,none,own,1,skilled_official,1,none,yes,good,Home
no_account,60,delay,15653,less_100,4_7,2,male_single,none,4,car_or_other,21,none,own,2,skilled_official,1,yes,yes,good,Home
no_account,12,existing_paid,1493,less_100,less_1,4,female_divorced_separated_married,none,3,car_or_other,34,none,own,1,skilled_official,2,none,yes,good,Home
less_0,42,delay,4370,less_100,4_7,3,male_single,none,2,building_society_savings_life_insurance,26,bank,own,2,skilled_official,2,yes,yes,bad,Home
less_0,18,existing_paid,750,less_100,unemployed,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,unemployed_unskilled,1,none,yes,bad,Investment/Development
0_200,15,existing_paid,1308,less_100,greater_7,4,male_single,none,4,car_or_other,38,none,own,2,unskilled_resident,1,none,yes,good,Home
no_account,15,existing_paid,4623,100_500,1_4,3,male_single,none,2,building_society_savings_life_insurance,40,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Investment/Development
no_account,24,critical_other,1851,less_100,4_7,4,male_married,guarantor,2,car_or_other,33,none,own,2,skilled_official,1,yes,yes,good,Home
less_0,18,critical_other,1880,less_100,4_7,4,male_married,none,1,building_society_savings_life_insurance,32,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,36,delay,7980,unknown,less_1,4,male_single,none,4,car_or_other,27,none,rent,2,skilled_official,1,yes,yes,bad,Investment/Development
less_0,30,no_credit_all_paid,4583,less_100,1_4,2,male_divorced_separated,guarantor,2,real_estate,32,none,own,2,skilled_official,1,none,yes,good,Home
no_account,12,existing_paid,1386,500_1000,1_4,2,female_divorced_separated_married,none,2,building_society_savings_life_insurance,26,none,own,1,skilled_official,1,none,yes,bad,Vehicles
greater_200,24,existing_paid,947,less_100,4_7,4,male_single,none,3,unknown_no_property,38,bank,for_free,1,skilled_official,2,none,yes,bad,Vehicles
less_0,12,existing_paid,684,less_100,1_4,4,male_single,none,4,car_or_other,40,none,rent,1,unskilled_resident,2,none,yes,bad,Investment/Development
less_0,48,existing_paid,7476,less_100,4_7,4,male_single,none,1,unknown_no_property,50,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
0_200,12,existing_paid,1922,less_100,1_4,4,male_single,none,2,building_society_savings_life_insurance,37,none,own,1,unskilled_resident,1,none,yes,bad,Home
less_0,24,existing_paid,2303,less_100,greater_7,4,male_single,co_applicant,1,real_estate,45,none,own,1,skilled_official,1,none,yes,bad,Vehicles
0_200,36,delay,8086,100_500,greater_7,2,male_single,none,4,car_or_other,42,none,own,4,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,24,critical_other,2346,less_100,4_7,4,male_single,none,3,car_or_other,35,none,own,2,skilled_official,1,yes,yes,good,Vehicles
less_0,14,existing_paid,3973,less_100,unemployed,1,male_single,none,4,unknown_no_property,22,none,for_free,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,existing_paid,888,less_100,greater_7,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,none,yes,bad,Vehicles
no_account,48,existing_paid,10222,unknown,4_7,4,male_single,none,3,car_or_other,37,stores,own,1,skilled_official,1,yes,yes,good,Home
0_200,30,no_credit_all_paid,4221,less_100,1_4,2,female_divorced_separated_married,none,1,car_or_other,28,none,own,2,skilled_official,1,none,yes,good,Investment/Development
0_200,18,critical_other,6361,less_100,greater_7,2,male_single,none,1,unknown_no_property,41,none,own,1,skilled_official,1,yes,yes,good,Home
greater_200,12,existing_paid,1297,less_100,1_4,3,male_married,none,4,real_estate,23,none,rent,1,skilled_official,1,none,yes,good,Home
less_0,12,existing_paid,900,unknown,1_4,4,male_married,none,2,car_or_other,23,none,own,1,skilled_official,1,none,yes,bad,Vehicles
no_account,21,existing_paid,2241,less_100,greater_7,4,male_single,none,2,real_estate,50,none,own,2,skilled_official,1,none,yes,good,Home
0_200,6,delay,1050,less_100,unemployed,4,male_single,none,1,building_society_savings_life_insurance,35,stores,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
greater_200,6,critical_other,1047,less_100,1_4,2,female_divorced_separated_married,none,4,building_society_savings_life_insurance,50,none,own,1,unskilled_resident,1,none,yes,good,Investment/Development
no_account,24,critical_other,6314,less_100,unemployed,4,male_single,co_applicant,2,unknown_no_property,27,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Others
0_200,30,all_paid,3496,greater_1000,1_4,4,male_single,none,2,car_or_other,34,stores,own,1,skilled_official,2,yes,yes,good,Home
no_account,48,all_paid,3609,less_100,1_4,1,female_divorced_separated_married,none,1,real_estate,27,stores,own,1,skilled_official,1,none,yes,good,Investment/Development
less_0,12,critical_other,4843,less_100,greater_7,3,male_single,co_applicant,4,building_society_savings_life_insurance,43,none,rent,2,skilled_official,1,yes,yes,bad,Vehicles
greater_200,30,critical_other,3017,less_100,greater_7,4,male_single,none,4,building_society_savings_life_insurance,47,none,own,1,skilled_official,1,none,yes,good,Home
no_account,24,critical_other,4139,100_500,1_4,3,male_single,none,3,building_society_savings_life_insurance,27,none,own,2,unskilled_resident,1,yes,yes,good,Investment/Development
no_account,36,existing_paid,5742,100_500,4_7,2,male_single,none,2,car_or_other,31,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
no_account,60,existing_paid,10366,less_100,greater_7,2,male_single,none,4,building_society_savings_life_insurance,42,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
no_account,6,critical_other,2080,500_1000,1_4,1,male_married,none,2,car_or_other,24,none,own,1,skilled_official,1,none,yes,good,Vehicles
no_account,21,delay,2580,500_1000,less_1,4,male_single,none,2,real_estate,41,bank,own,1,unskilled_resident,2,none,yes,bad,Investment/Development
no_account,30,critical_other,4530,less_100,4_7,4,female_divorced_separated_married,none,4,car_or_other,26,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
no_account,24,critical_other,5150,less_100,greater_7,4,male_single,none,4,car_or_other,33,none,own,1,skilled_official,1,yes,yes,good,Home
0_200,72,existing_paid,5595,100_500,1_4,2,male_married,none,2,car_or_other,24,none,own,1,skilled_official,1,none,yes,bad,Home
less_0,24,existing_paid,2384,less_100,greater_7,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled_resident,1,none,yes,good,Home
no_account,18,existing_paid,1453,less_100,less_1,3,female_divorced_separated_married,none,1,real_estate,26,none,own,1,skilled_official,1,none,yes,good,Home
no_account,6,existing_paid,1538,less_100,less_1,1,female_divorced_separated_married,none,2,unknown_no_property,56,none,own,1,skilled_official,1,none,yes,good,Investment/Development
no_account,12,existing_paid,2279,unknown,1_4,4,male_single,none,4,unknown_no_property,37,none,for_free,1,skilled_official,1,yes,yes,good,Home
no_account,15,delay,1478,less_100,1_4,4,male_married,none,3,real_estate,33,bank,own,2,skilled_official,1,none,yes,good,Home
no_account,24,critical_other,5103,less_100,less_1,3,male_married,none,3,unknown_no_property,47,none,for_free,3,skilled_official,1,yes,yes,good,Home
0_200,36,delay,9857,100_500,4_7,1,male_single,none,3,building_society_savings_life_insurance,31,none,own,2,unskilled_resident,2,yes,yes,good,Investment/Development
no_account,60,existing_paid,6527,unknown,1_4,4,male_single,none,4,unknown_no_property,34,none,for_free,1,skilled_official,2,yes,yes,good,Vehicles
greater_200,10,critical_other,1347,unknown,4_7,4,male_single,none,2,building_society_savings_life_insurance,27,none,own,2,skilled_official,1,yes,yes,good,Home
0_200,36,delay,2862,100_500,greater_7,4,male_single,none,3,unknown_no_property,30,none,for_free,1,skilled_official,1,none,yes,good,Vehicles
no_account,9,existing_paid,2753,100_500,greater_7,3,male_single,co_applicant,4,car_or_other,35,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,12,existing_paid,3651,greater_1000,1_4,1,male_single,none,3,building_society_savings_life_insurance,31,none,own,1,skilled_official,2,none,yes,good,Vehicles
less_0,15,critical_other,975,less_100,1_4,2,male_divorced_separated,none,3,building_society_savings_life_insurance,25,none,own,2,skilled_official,1,none,yes,good,Home
0_200,15,existing_paid,2631,100_500,1_4,3,female_divorced_separated_married,none,2,real_estate,25,none,own,1,unskilled_resident,1,none,yes,good,Home
0_200,24,existing_paid,2896,100_500,less_1,2,male_single,none,1,car_or_other,29,none,own,1,skilled_official,1,none,yes,good,Home
less_0,6,critical_other,4716,unknown,less_1,1,male_single,none,3,real_estate,44,none,own,2,unskilled_resident,2,none,yes,good,Vehicles
no_account,24,existing_paid,2284,less_100,4_7,4,male_single,none,2,car_or_other,28,none,own,1,skilled_official,1,yes,yes,good,Home
no_account,6,existing_paid,1236,500_1000,1_4,2,male_single,none,4,building_society_savings_life_insurance,50,none,rent,1,skilled_official,1,none,yes,good,Vehicles
0_200,12,existing_paid,1103,less_100,4_7,4,male_single,guarantor,3,real_estate,29,none,own,2,skilled_official,1,none,no,good,Home
no_account,12,critical_other,926,less_100,unemployed,1,female_divorced_separated_married,none,2,building_society_savings_life_insurance,38,none,own,1,unemployed_unskilled,1,none,yes,good,Vehicles
no_account,18,critical_other,1800,less_100,1_4,4,male_single,none,2,car_or_other,24,none,own,2,skilled_official,1,none,yes,good,Home
greater_200,15,existing_paid,1905,less_100,greater_7,4,male_single,none,4,car_or_other,40,none,rent,1,management_self_employed_highly_qualified,1,yes,yes,good,Investment/Development
no_account,12,existing_paid,1123,500_1000,1_4,4,female_divorced_separated_married,none,4,car_or_other,29,none,rent,1,unskilled_resident,1,none,yes,bad,Home
less_0,48,critical_other,6331,less_100,greater_7,4,male_single,none,4,unknown_no_property,46,none,for_free,2,skilled_official,1,yes,yes,bad,Vehicles
greater_200,24,existing_paid,1377,100_500,greater_7,4,female_divorced_separated_married,none,2,unknown_no_property,47,none,for_free,1,skilled_official,1,yes,yes,good,Home
0_200,30,delay,2503,100_500,greater_7,4,male_single,none,2,building_society_savings_life_insurance,41,stores,own,2,skilled_official,1,none,yes,good,Investment/Development
0_200,27,existing_paid,2528,less_100,less_1,4,female_divorced_separated_married,none,1,building_society_savings_life_insurance,32,none,own,1,skilled_official,2,yes,yes,good,Investment/Development
no_account,15,existing_paid,5324,500_1000,greater_7,1,female_divorced_separated_married,none,4,unknown_no_property,35,none,for_free,1,skilled_official,1,none,yes,good,Vehicles
0_200,48,existing_paid,6560,100_500,4_7,3,male_single,none,2,building_society_savings_life_insurance,24,none,own,1,skilled_official,1,none,yes,bad,Vehicles
0_200,12,no_credit_all_paid,2969,less_100,less_1,4,female_divorced_separated_married,none,3,building_society_savings_life_insurance,25,none,rent,2,skilled_official,1,none,yes,bad,Home
0_200,9,existing_paid,1206,less_100,greater_7,4,female_divorced_separated_married,none,4,real_estate,25,none,own,1,skilled_official,1,none,yes,good,Home
0_200,9,existing_paid,2118,less_100,1_4,2,male_single,none,2,real_estate,37,none,own,1,unskilled_resident,2,none,yes,good,Home
no_account,18,critical_other,629,500_1000,greater_7,4,male_single,none,3,building_society_savings_life_insurance,32,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
less_0,6,all_paid,1198,less_100,greater_7,4,female_divorced_separated_married,none,4,unknown_no_property,35,none,for_free,1,skilled_official,1,none,yes,bad,Investment/Development
no_account,21,existing_paid,2476,unknown,greater_7,4,male_single,none,4,real_estate,46,none,own,1,management_self_employed_highly_qualified,1,yes,yes,good,Vehicles
less_0,9,critical_other,1138,less_100,1_4,4,male_single,none,4,real_estate,25,none,own,2,unskilled_resident,1,none,yes,good,Home
0_200,60,existing_paid,14027,less_100,4_7,4,male_single,none,2,unknown_no_property,27,none,own,1,management_self_employed_highly_qualified,1,yes,yes,bad,Vehicles
no_account,30,critical_other,7596,unknown,greater_7,1,male_single,none,4,car_or_other,63,none,own,2,skilled_official,1,none,yes,good,Vehicles
no_account,30,critical_other,3077,unknown,greater_7,3,male_single,none,2,car_or_other,40,none,own,2,skilled_official,2,yes,yes,good,Home
no_account,18,existing_paid,1505,less_100,1_4,4,male_single,none,2,unknown_no_property,32,none,for_free,1,management_self_employed_highly_qualified,1,yes,yes,good,Home
greater_200,24,critical_other,3148,unknown,1_4,3,male_single,none,2,car_or_other,31,none,own,2,skilled_official,1,yes,yes,good,Home
0_200,20,no_credit_all_paid,6148,100_500,greater_7,3,male_married,none,4,car_or_other,31,bank,own,2,skilled_official,1,yes,yes,good,Vehicles
greater_200,9,no_credit_all_paid,1337,less_100,less_1,4,male_single,none,2,car_or_other,34,none,own,2,management_self_employed_highly_qualified,1,yes,yes,bad,Home
0_200,6,all_paid,433,greater_1000,less_1,4,female_divorced_separated_married,none,2,building_society_savings_life_insurance,24,bank,rent,1,skilled_official,2,none,yes,bad,Investment/Development
less_0,12,existing_paid,1228,less_100,1_4,4,female_divorced_separated_married,none,2,real_estate,24,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
0_200,9,existing_paid,790,500_1000,1_4,4,female_divorced_separated_married,none,3,real_estate,66,none,own,1,unskilled_resident,1,none,yes,good,Home
no_account,27,existing_paid,2570,less_100,1_4,3,female_divorced_separated_married,none,3,real_estate,21,none,rent,1,skilled_official,1,none,yes,bad,Vehicles
no_account,6,critical_other,250,greater_1000,1_4,2,female_divorced_separated_married,none,2,real_estate,41,bank,own,2,unskilled_resident,1,none,yes,good,Vehicles
no_account,15,critical_other,1316,500_1000,1_4,2,male_married,none,2,building_society_savings_life_insurance,47,none,own,2,unskilled_resident,1,none,yes,good,Home
less_0,18,existing_paid,1882,less_100,1_4,4,female_divorced_separated_married,none,4,car_or_other,25,bank,rent,2,skilled_official,1,none,yes,bad,Home
0_200,48,all_paid,6416,less_100,greater_7,4,female_divorced_separated_married,none,3,unknown_no_property,59,none,rent,1,skilled_official,1,none,yes,bad,Investment/Development
greater_200,24,critical_other,1275,greater_1000,1_4,2,male_divorced_separated,none,4,real_estate,36,none,own,2,skilled_official,1,yes,yes,good,Investment/Development
0_200,24,delay,6403,less_100,less_1,1,male_single,none,2,car_or_other,33,none,own,1,skilled_official,1,none,yes,good,Home
less_0,24,existing_paid,1987,less_100,1_4,2,male_single,none,4,real_estate,21,none,rent,1,unskilled_resident,2,none,yes,bad,Home
0_200,8,existing_paid,760,less_100,4_7,4,female_divorced_separated_married,guarantor,2,real_estate,44,none,own,1,unskilled_resident,1,none,yes,good,Home
no_account,24,existing_paid,2603,greater_1000,1_4,2,female_divorced_separated_married,none,4,car_or_other,28,none,rent,1,skilled_official,1,yes,yes,good,Vehicles
no_account,4,critical_other,3380,less_100,4_7,1,female_divorced_separated_married,none,1,real_estate,37,none,own,1,skilled_official,2,none,yes,good,Vehicles
0_200,36,all_paid,3990,unknown,less_1,3,female_divorced_separated_married,none,2,unknown_no_property,29,bank,own,1,unemployed_unskilled,1,none,yes,good,Home
0_200,24,existing_paid,11560,less_100,1_4,1,female_divorced_separated_married,none,4,car_or_other,23,none,rent,2,management_self_employed_highly_qualified,1,none,yes,bad,Vehicles
less_0,18,existing_paid,4380,100_500,1_4,3,male_single,none,4,car_or_other,35,none,own,1,unskilled_resident,2,yes,yes,good,Vehicles
no_account,6,critical_other,6761,less_100,4_7,1,male_single,none,3,unknown_no_property,45,none,own,2,management_self_employed_highly_qualified,2,yes,yes,good,Vehicles
0_200,30,no_credit_all_paid,4280,100_500,1_4,4,female_divorced_separated_married,none,4,car_or_other,26,none,rent,2,unskilled_resident,1,none,yes,bad,Investment/Development
less_0,24,all_paid,2325,100_500,4_7,2,male_single,none,3,car_or_other,32,bank,own,1,skilled_official,1,none,yes,good,Vehicles
0_200,10,all_paid,1048,less_100,1_4,4,male_single,none,4,real_estate,23,stores,own,1,unskilled_resident,1,none,yes,good,Home
no_account,21,existing_paid,3160,unknown,greater_7,4,male_single,none,3,building_society_savings_life_insurance,41,none,own,1,skilled_official,1,yes,yes,good,Home
less_0,24,all_paid,2483,500_1000,1_4,4,male_single,none,4,real_estate,22,stores,own,1,skilled_official,1,yes,yes,good,Home
less_0,39,critical_other,14179,unknown,4_7,4,male_single,none,4,building_society_savings_life_insurance,30,none,own,2,management_self_employed_highly_qualified,1,yes,yes,good,Home
less_0,13,critical_other,1797,less_100,less_1,3,male_single,none,1,building_society_savings_life_insurance,28,bank,own,2,unskilled_resident,1,none,yes,good,Investment/Development
less_0,15,existing_paid,2511,less_100,unemployed,1,female_divorced_separated_married,none,4,car_or_other,23,none,rent,1,skilled_official,1,none,yes,good,Vehicles
less_0,12,existing_paid,1274,less_100,less_1,3,female_divorced_separated_married,none,1,real_estate,37,none,own,1,unskilled_resident,1,none,yes,bad,Vehicles
no_account,21,existing_paid,5248,unknown,1_4,1,male_single,none,3,car_or_other,26,none,own,1,skilled_official,1,none,yes,good,Vehicles
no_account,15,existing_paid,3029,less_100,4_7,2,male_single,none,2,car_or_other,33,none,own,1,skilled_official,1,none,yes,good,Vehicles
